loss_1,loss_2,loss_3
2.30419921875,2.30419921875,2.30419921875
2.1525391817092894,2.292263472080231,2.303521919250488
2.0491145730018614,2.2799100518226623,2.3027793645858763
1.7676165282726288,2.274970030784607,2.3019991755485534
1.278203472495079,2.2570314526557924,2.301049387454986
1.1655245065689086,2.2460741281509398,2.3000699281692505
1.1283307090401649,2.2342255234718325,2.2988083720207215
1.0521395847201347,2.2107704639434815,2.297279274463653
1.0123997777700424,2.1852340698242188,2.2956490755081176
0.9575279042124748,2.1699537515640257,2.294165301322937
0.9487575992941857,2.1546765685081484,2.2923776626586916
0.9032835610210896,2.1380340337753294,2.2907761454582216
0.8718490473926068,2.1215569198131563,2.289010453224182
0.8644684627652168,2.1122623920440677,2.288041114807129
0.8373206958174705,2.1072281658649445,2.2870879769325256
0.8426519773900508,2.088863527774811,2.285223460197449
0.8030669882893563,2.0883578956127167,2.284341263771057
0.8171290189027787,2.0855998277664183,2.283401298522949
0.78682657815516,2.0546861410140993,2.2824281811714173
0.7754608143121005,2.0242289423942568,2.2813668608665463
0.7754961114376784,1.9873155295848846,2.2812012910842894
0.7700275324285031,1.9631611347198485,2.280749762058258
0.7615280982106925,1.9345746338367462,2.280172193050385
0.7325400814414025,1.8893472075462343,2.2791423082351683
0.7325451452285051,1.8383711755275727,2.27800874710083
0.7358499806374311,1.7587492167949677,2.277119743824005
0.722427086532116,1.6969533681869506,2.2762763619422914
0.7235317587852478,1.641930955648422,2.2753613114356996
0.7238279104232789,1.6178429961204528,2.2739904642105104
0.7195253014564514,1.5588161051273346,2.27312662601471
0.7060373391956091,1.5015572249889373,2.2721615195274354
